<<<<<<< HEAD
offensive,class,tokenized,clean_tweet
No,2,"['miss', 'twinki', 'susi', 'q', 'tragic', 'loss', 'societi', 'next', 'pixi', 'turtl']",miss twinkies susie qs tragic loss society next pixie turtles
Yes,1,"['wonder', 'oomf', 'like', 'want', 'fuck', 'would', 'wrong', 'one', 'brave', 'bitchon', 'day']",wonder oomf like want fuck would wrong one brave bitchone day
Yes,1,"['girlfriend', 'cheat', 'dump', 'im', 'date', 'mom', 'bitch', 'step', 'daughter', 'texa', 'tec']", girlfriend cheated dumped im dating mom bitch step daughter texas tec
No,2,"['moor', 'use', 'give', 'kid', 'free', 'lunch', 'bronx', 'kid', 'glad', 'see', 'still', 'good']",moors used give kids free lunch bronx kid glad see still good
No,2,"['inna', 'di', 'ghetto', 'alon', 'lmaoo']",inna di ghetto alone lmaoo
No,2,"['boy', 'went', 'trick', 'treat', 'charli', 'sheen', 'dada', 'jealou', 'caus', 'charli', 'gave', 'realli', 'good', 'candi', 'cand']", boy went trick treating charlie sheens dada jealous cause charlie gave really good candy cand
No,2,"['one', 'scout', 'said', 'prado', 'first', 'team', 'underr', 'give', 'yanke', 'b', 'could', 'slide', 'b', 'need']", one scout said prado first team underrated gives yankees b could slide b needed
Yes,1,"['ive', 'made', 'hoe', 'second', 'guess', 'lol']", ive made hoes second guess lol
Yes,1,"['hoe', 'fuck', 'dont', 'want', 'seem', 'like', 'hoe', 'got', 'ta', 'hit', 'em', 'low']",hoes fucking dont want seem like hoe gotta hit em low
Yes,1,"['hoe', 'know', 'could', 'dj', 'zetti']",hoes know could dj zetti
No,2,"['kuroda', 'gave', 'put', 'career', 'number', 'get', 'run', 'support', 'yanke', 'dont', 'deserv', 'get', 'world', 'seri']",kuroda gave putting career numbers getting run support yankees dont deserve get world series
Yes,1,"['prolli', 'seem', 'like', 'flirt', 'iont', 'want', 'none', 'yall', 'hoe']",prolli seem like flirt iont want none yall hoes
Yes,1,"['niggaz', 'irrat', 'daysquick', 'jump', 'bad', 'bout', 'bitch']",niggaz irrational daysquick jump bad bout bitch
No,2,"['rted', 'alex', 'ramo', 'aka', 'trash', 'gain', 'follow']", rted alex ramos aka trash gain followers
Yes,1,"['damn', 'bitch', 'never', 'answer', 'anymor', 'lmao', 'jk', 'ili', 'anyway', 'glad', 'first', 'show', 'safe', 'go', 'next', 'one']",damn bitch never answer anymore lmao jk ily anyway glad first show safe going next one
No,2,"['expect', 'anyth', 'short', 'firework', 'final', 'homestand', 'httptcontacrqm']", expecting anything short fireworks final homestand httptcontacrqm
No,2,"['oreo', 'cooki']",oreo cookie
No,2,"['start', 'make', 'monkey', 'face', 'behind']",starts making monkey faces behind
Yes,1,"['eal', 'shit', 'love', 'eat', 'pussi']",eal shit love eating pussy
Yes,1,"['wake', 'im', 'bless', 'steaight', 'kush', 'stress', 'thankin', 'god', 'success', 'bitch', 'say', 'im', 'best']",wake im blessed steaight kush stress thankin god success bitches say im best
No,2,"['giant', 'v', 'stinki', 'bird', 'sunday', 'think', 'ima', 'make', 'wing']",giants vs stinky birds sunday think ima make wings
No,2,"['cat', 'kill', 'bird', 'make', 'huge', 'me', 'feather']",cat kill birds make huge mes feathers
Yes,1,"['piss', 'alotta', 'ppl', 'fb', 'flood', 'newsfe', 'next', 'target', 'hoe', 'as', 'texan']",pissed alotta ppl fb flooding newsfeed next target hoe ass texans
No,2,"['full', 'set', 'except', 'last', 'song', 'southern', 'dark', 'fest', 'last', 'month', 'who', 'ape', 'guitar', 'httpstc']", full set except last song southern darkness fest last month whos ape guitar httpstc
Yes,1,"['bitch', 'plea', 'im', 'stud']",bitch please im stud
No,2,"['laugh', 'oreo', 'ladi', 'gaga', 'sunday', 'day']",laugh oreos lady gaga sunday day
No,2,"['love', 'black', 'shoe', 'caus', 'match', 'anyth', 'also', 'need', 'color', 'shoe']", love black shoes cause match anything also need colored shoes
No,2,"['im', 'mad', 'cuh', 'hahaha', 'suur', 'tuku', 'ho', 'ita']",im mad cuh hahaha suure tuku ho ita
Yes,1,"['corey', 'trash']",corey trash
Yes,1,"['fake', 'nicca', 'aint', 'far', 'dog', 'right', 'ya', 'face']",fake niccas aint far dog right ya face
No,2,"['afc', 'trash', 'last', 'season', 'especi', 'afc', 'south', 'jag', 'could', 'make', 'playoff', 'push', 'great', 'draft', 'jo']", afc trash last season especially afc south jags could make playoff push great draft jo
Yes,1,"['ind', 'ju', 'got', 'hype', 'work', 'knew', 'bitch', 'candac', 'aint', 'die']",inde jus got hype work knew bitch candace aint die
No,2,"['somebodi', 'look', 'like', 'die', 'first', 'tube', 'flappi', 'bird', 'lol']",somebody looks like die first tubes flappy bird lol
Yes,1,"['bitch', 'act', 'local', 'n', 'think', 'global']", bitches act local n think global
Yes,1,"['glad', 'none', 'follow', 'say', 'fuck', 'yall', 'hoe', 'realli', 'make', 'goal']", glad none followers say fucked yall hoes really make goal
No,2,['httptcohuehhcxx'],httptcohuehhcxx
No,2,"['get', 'pain', 'experi', 'like', 'cross', 'monkey', 'bar', 'let', 'go', 'point', 'order', 'move', 'forward']", getting painful experience like crossing monkey bars let go point order move forward
No,2,"['ate', 'id', 'cheer', 'aw', 'new', 'york', 'yanke', 'st', 'loui', 'cardin']",ate id cheer awful new york yankees st louis cardinals
No,2,"['yanke', 'season', 'tho', 'yeah']",yankees season tho yeah
Yes,1,"['drop', 'bitch', 'atom', 'bomb']", drop bitch atomic bomb
Yes,1,"['haha', 'macklemoor', 'ferri', 'boat', 'bitch', 'black', 'caddi']",haha macklemoore ferry boat bitches black caddy
Yes,1,"['boy', 'told', 'lyssa', 'make', 'ye', 'bitch', 'need', 'em']",boy told lyssa make yes bitch need em
Yes,1,"['gz', 'would', 'aliv', 'right', 'second', 'smoke', 'bowl', 'tweet', 'bitch', 'hoe', 'nice', 'kid']",gz would alive right second smoking bowl tweeting bitches hoes nice kid
No,2,"['demand', 'everyon', 'money', 'amp', 'object', 'collect', 'redistribut', 'among', 'support']", demand everyones money amp objects collectively redistributed among supporters
No,2,"['charli', 'sheen', 'get', 'point', 'httptcovvdobm']", charlie sheen gets point httptcovvdobm
Yes,1,"['ememb', 'bitch', 'stop', 'drink', 'get', 'stall', 'advic']",emember bitch stop drink get stalled advice
Yes,1,"['chick', 'get', 'fight', 'age', 'hoe']", chick gets fight age hoe
No,2,"['play', 'trash', 'espn', 'right']",playing trash espn right
No,2,"['feel', 'utterli', 'retard', 'thank', 'big', 'brother']",feel utterly retarded thanks big brother
No,2,"['love', 'charli']",love charlie
No,2,"['anglosaxon', 'calendar', 'novemb', 'consid', 'first', 'day', 'winter', 'winter', 'day', 'httptcoihrckecqda', 'http']", anglosaxon calendars november considered first day winter winters day httptcoihrckecqda http
No,2,"['look', 'back', 'like', 'color', 'better', 'let', 'go', 'back']",looking back liked colored better lets go back
Yes,1,"['nerv', 'peopl', 'though', 'cant', 'take', 'nobodi', 'seriou', 'continu', 'laugh', 'hoe']",nerve people though cant take nobody serious continuously laugh hoes
Yes,1,"['naw', 'bitch', 'aint', 'meek', 'mill', 'httptcowgilmxtmc']",naw bitch aint meek mills httptcowgilmxtmc
No,2,"['giant', 'secondari', 'lookin', 'like', 'trash']",giants secondary lookin like trash
Yes,1,"['oh', 'come', 'littl', 'bitch', 'u', 'veto', 'itll', 'thrill', 'watch']",oh coming little bitch us veto itll thrill watch
No,2,['nigor'],nigor
Yes,1,"['h', 'rt', 'beat', 'pussi', 'like', 'snitch', 'serv', 'time', 'state', 'correct', 'facil', 'year']",h rt beat pussy like snitched serve time state correctional facility years
Yes,1,"['like', 'room', 'isnt', 'big', 'sloppi', 'mess', 'like', 'twitter', 'hoe']",like room isnt big sloppy mess like twitter hoes
Yes,1,"['yooo', 'think', 'bout', 'day', 'lol', 'realli', 'speak', 'one', 'person', 'niggah']",yooo thinking bout day lol really speaking one person niggah
Yes,1,"['one', 'thing', 'hate', 'lightskin', 'nigga', 'confus', 'bitch', 'like', 'either', 'go', 'fwm', 'gon', 'fw', 'nigga']",one thing hate lightskin niggas confused bitch like either go fwm gon fw niggas
Yes,1,"['main', 'reason', 'aint', 'got', 'girl', 'caus', 'aint', 'never', 'found', 'bitch', 'tryna', 'get', 'money', 'wit', 'yall', 'hoe', 'like']", main reason aint got girl cause aint never found bitch tryna get money wit yall hoes like
No,2,"['wow', 'accord', 'tweet', 'obama', 'must', 'uncl', 'tom', 'httptcoklcsgyjpw']", wow according tweet obama must uncle tom httptcoklcsgyjpw
No,2,"['ealiz', 'one', 'link', 'awaken', 'kill', 'two', 'bird', 'one', 'stone', 'unless', 'your', 'get', 'wind', 'fish']",ealized one links awakening killed two birds one stone unless youre getting wind fish
No,2,"['weird', 'see', 'local', 'yokel', 'journalist', 'get', 'work', 'enough', 'take', 'point', 'side', 'though', 'thought', 'imparti']",weird see local yokel journalist get worked enough take pointed side though thought impartial
Yes,1,"['aint', 'like', 'anyth', 'bitch', 'boy', 'lol']",aint like anything bitch boy lol
Yes,1,"['maa', 'mermaid', 'sharkett', 'pussi']",maas mermaid sharkette pussy
Yes,1,"['peopl', 'beg', 'see', 'woman', 'bodi', 'minut', 'theyr', 'seen', 'woman', 'hoe', 'oh', 'okay']", people beg see womens bodies minute theyre seen woman hoe oh okay
No,2,"['peel', 'peel', 'bring', 'back', 'rewind', 'back', 'im', 'move', 'shaq', 'line', 'ooooow', 'tf', 'said', 'trash']",peel peel bring back rewind back im move shaq line ooooow tf said trash
No,2,"['mertesack', 'say', 'give', 'ghetto', 'fist', 'still', 'goat']", mertesacker saying give ghetto fist still goat
No,2,"['hrow', 'bird', 'long', 'pointi', 'beak']",hrow birds long pointy beaks
Yes,1,"['happi', 'easter', 'dirti', 'son', 'bitch', 'httptcopnqlgwznd']",happy easter dirty sons bitches httptcopnqlgwznd
Yes,1,"['call', 'pussi', 'tough', 'guy', 'let', 'see', 'tegan', 'kiss', 'right', 'bicep', 'sara', 'kiss', 'left', 'bicep', 'feel']", called pussy tough guy lets see tegan kisses right bicep sara kisses left bicep feel
No,2,"['yellow', 'jacket', 'ga', 'station', 'trash', 'can', 'worst']",yellow jackets gas station trash cans worst
No,2,"['love', 'amp', 'day', 'remind', 'birth', 'control', 'import', 'later', 'life', 'miss', 'babi', 'bird', 'come', 'home']",love amp days remind birth control important later life miss baby bird come home
Yes,1,"['ho', 'lifetim', 'cray']",ho lifetime cray
Yes,1,"['lesson', 'heterosexu', 'wat', 'el', 'need', 'besid', 'michael', 'sam', 'u', 'fag', 'get', 'clue', 'breeder', 'thing']",lesson heterosexuals wat else need besides michael sam us fags get clue breeders thing
Yes,1,"['lmao', 'nigguh']",lmao nigguh
Yes,1,"['yall', 'dont', 'want', 'nigga', 'unless', 'bitch', 'want', 'get', 'get', 'mad', 'cuz', 'bitch', 'still', 'want']",yall dont want nigga unless bitches want get get mad cuz bitches still want
Yes,1,"['tyler', 'creator', 'said', 'rape', 'pregnant', 'bitch', 'tell', 'friend', 'threesom', 'httptcoimpog']", tyler creator said rape pregnant bitch tell friends threesome httptcoimpoge
Yes,1,"['element', 'number', 'bromin', 'come', 'number', 'ho', 'holmium', 'therefor', 'bro', 'hoe']", element number bromine comes number ho holmium therefore bros hoes
No,2,"['inca', 'hillbilli', 'tri', 'roast', 'httptcoljktccp']", incase hillbillies try roast httptcoljktccp
No,2,"['obama', 'mock', 'special', 'olymp', 'wendi', 'davi', 'mock', 'handicap', 'ya', 'see', 'pattern', 'democrat']",obama mocked special olympics wendy davis mocks handicapped ya see pattern democrats
No,2,"['fruit', 'modern', 'yanke', 'farm', 'system', 'httptcolfwclsrjo', 'joba', 'nut']",fruit modern yankees farm system httptcolfwclsrjo joba nut
Yes,1,"['nigga', 'bitch', 'im', 'talk', 'bout', 'box', 'u', 'read']",nigga bitch im talking bout boxing u read
Yes,1,"['tuh', 'rt', 'u', 'plan', 'go', 'parti', 'u', 'dont', 'u', 'gone', 'twitter', 'da', 'next', 'day', 'amp', 'see', 'dat', 'hoe']", tuh rt u plan going party u dont u gone twitter da next day amp see dat hoe
Yes,1,"['rt', 'dyke', 'hear', 'ladi', 'free', 'httptcoktust']", rt dykes hear ladies free httptcoktust
Yes,1,"['cant', 'trust', 'none', 'hoe']", cant trust none hoes
Yes,1,"['boy', 'dat', 'coldtyga', 'dwn', 'bad', 'cuffin', 'dat', 'hoe', 'st', 'place']", boy dats coldtyga dwn bad cuffin dat hoe st place
No,2,"['look', 'like', 'plastic', 'monkey', 'doll']",looks like plastic monkey doll
Yes,1,"['fuck', 'ya', 'main', 'hoe', 'claimin', 'mob', 'hav', 'brake', 'ya', 'heart', 'wen', 'rob', 'ya', 'inda', 'daark']",fuck ya main hoe claimin mob hav brake ya heart wen rob ya inda daark
Yes,1,"['get', 'million', 'retweet', 'cant', 'even', 'get', 'bitch', 'text', 'back', 'httptcolxtpsigz']",gets million retweets cant even get bitch text back httptcolxtpsigz
No,2,"['nerd', 'cool', 'get', 'realli', 'judgey', 'nerd', 'passion', 'thing', 'arent', 'passion', 'abo']", nerds cool get really judgey nerds passionate things arent passionate abo
No,2,"['ake', 'pictur', 'saw', 'bird', 'fli', 'past', 'like', 'oh', 'bird']",aking picture saw bird fly past like oh bird
Yes,1,"['bitch', 'gorgeou']", bitch gorgeous
No,2,"['went', 'colleg', 'everi', 'colleg', 'got', 'bird', 'class', 'u', 'get', 'ya', 'friend', 'sign', 'u', 'amp', 'get', 'class', 'rashad']", went college every college got bird class u get ya friend sign u amp get class rashad
Yes,1,"['truth', 'b', 'told', 'hoe']", truth b told hoes
Yes,1,"['lol', 'father', 'bitch', 'pour', 'arizona', 'tea', 'one', 'video']",lol father bitches pouring arizona tea one video
Yes,1,"['shouldv', 'bitch', 'wallet', 'tigher', 'puy']",shouldve bitches wallet tigher puy
No,2,"['much', 'wan', 'na', 'bet', 'antigovern', 'black', 'helicopt', 'teabagg', 'behind', 'boston', 'marathon', 'explos']",much wanna bet antigovernment black helicopter teabagger behind boston marathon explosions
Yes,1,"['bitch', 'came', 'flyin', 'lmao']",bitch came flyin lmao
No,2,"['wait', 'fanduel', 'hit', 'jig']",waits fanduel hit jig
Yes,1,"['im', 'glad', 'tell', 'much', 'basic', 'bitch', 'also', 'admit', 'basic']",im glad telling much basic bitch also admitted basic
No,2,"['fag', 'got', 'press', 'ground', 'hang', 'cleat', 'n', 'never', 'put', 'back', 'think']",fag got pressed ground hang cleats n never put back think
No,2,"['ok', 'chill', 'love', 'bird', 'lol']",ok chill love bird lol
No,2,"['crazi', 'rb', 'pick', 'yet', 'rb', 'roy', 'yr', 'ago', 'rb', 'mvp', 'ppl', 'get', 'import', 'posit', 'insan', 'ho']", crazy rb picked yet rb roy yrs ago rb mvp ppl get important position insane ho
Yes,1,"['oberto', 'one', 'nasti', 'hoe']",oberto one nasty hoe
No,2,"['may', 'cri', 'tad', 'shiner']",may cried tad shiner
No,2,"['browni', 'point']", brownie points
Yes,1,"['attent', 'leg', 'aint', 'everybodi', 'especi', 'hippo', 'look', 'hoe']", attention leggings aint everybody especially hippo looking hoes
No,2,"['hate', 'femal', 'tri', 'sound', 'like', 'bird', 'head']",hate females try sound like bird heads
Yes,1,"['see', 'instagram', 'alic', 'texa', 'hoe', 'that', 'low', 'even', 'alic']", see instagram alice texas hoes thats low even alice
Yes,1,"['watch', 'innoc', 'muslim', 'dude', 'play', 'muham', 'must', 'get', 'ton', 'pussi']", watching innocence muslims dude played muhammed must getting ton pussy
Yes,1,"['never', 'keep', 'leech', 'life', 'bitch', 'take', 'give', 'time', 'cut']",never keep leeches life bitches take give time cut
No,2,"['twitch', 'play', 'call', 'duti', 'enter', 'trash', 'talk', 'chat', 'autoaim', 'rest']", twitch plays call duty enter trash talk chat autoaim rest
No,2,"['video', 'entir', 'medium', 'like', 'mock', 'httptcoxfrcrxwsm', 'crybabi']",video entire media likely mock httptcoxfrcrxwsm crybaby
No,2,"['word', 'dont', 'make', 'u', 'hoe', 'rt', 'okay', 'sex', 'first', 'date', 'long', 'feel', 'mutual']", word dont make u hoe rt okay sex first date long feeling mutual
Yes,1,"['hank', 'dumb', 'bitch']",hanks dumb bitch
Yes,1,"['cheat', 'hoe', 'get', 'old', 'everyon', 'want', 'reach', 'point', 'theyr', 'matur', 'enough', 'stay', 'faith', 'amp']", cheating hoes gets old everyone want reach point theyre mature enough stay faithful amp
No,2,"['zack', 'still', 'question', 'love', 'oreo', 'lol']",zack still questions love oreos lol
No,2,"['choke', 'want', 'pet', 'monkey', 'httptcowyrxklsc']",choking want pet monkey httptcowyrxklsc
No,2,"['white', 'conserv', 'teabagg', 'make', 'world', 'go', 'round', 'plea', 'rulersstockboy']",white conservative teabaggers make world go round please rulersstockboy
Yes,1,"['god', 'damn', 'that', 'one', 'manli', 'bitch']", god damn thats one manly bitch
Yes,1,"['quit', 'bitch']",quit bitch
No,2,"['jamaica', 'popul', 'island', 'hillbilli', 'even', 'linguist', 'kind', 'sub', 'accent', 'old', 'english', 'deriv']",jamaica populated island hillbillies even linguistics kind sub accent olde english derivatives
No,2,"['jeff', 'luhnow', 'blame', 'astro', 'blow', 'red', 'sox', 'yanke', 'hc']",jeff luhnow blame astros blowing red sox yankees hc
No,2,"['guy', 'number', 'yanke', 'look', 'like', 'uncl', 'stevi', 'lmao', 'im', 'die']",guys number yankees looks like uncle stevie lmao im dying
No,2,"['fashion', 'world', 'urban', 'mean', 'stolen', 'black', 'peopl', 'ghetto', 'u', 'urban', 'haha', 'httptcosxwgfljc']",fashion world urban means stolen black people ghetto us urban haha httptcosxwgfljc
No,2,"['wo', 'road', 'diverg', 'yellow', 'wood', 'chose', 'one', 'jtunheimr', 'robert', 'frost', 'giant']",wo roads diverged yellow wood chose one jtunheimr robert frost giant
No,2,"['bird', 'feather', 'stand', 'peta', 'stand', 'saniti']",birds feather stand peta stand sanity
No,2,"['nope', 'yellow', 'otl']",nope yellow otl
No,2,"['coor', 'light', 'trash', 'yuck', 'dont', 'even', 'like', 'beer']",coors light trash yuck dont even like beer
Yes,1,"['let', 'bitch', 'bitch', 'n', 'hoe', 'hoe']",let bitch bitch n hoe hoe
No,2,"['dont', 'may', 'get', 'one', 'new', 'lp', 'avail', 'armi', 'green', 'colour', 'vinyl']",dont may get one new lp available army green coloured vinyl
Yes,1,"['he', 'clue']",hes clue
Yes,1,"['bitch', 'smd']",bitch smd
Yes,1,"['outsid', 'click', 'aint', 'anoth', 'nicca', 'fuccn', 'wit']",outside click aint another nicca fuccn wit
No,2,"['lmfao', 'rt', 'new', 'york', 'world', 'seri', 'titl', 'alltim']",lmfao rt new york world series titles alltime
Yes,1,"['bore', 'hoe', 'listen', 'fuck', 'as', 'adult', 'lectur', 'u', 'httptconybormsh']",bored hoe listening fuck ass adults lecturing us httptconybormsh
No,2,"['know', 'u', 'didnt', 'hit', 'jigga', 'fav', 'purs', 'chill']",know u didnt hit jigga fav purse chill
Yes,1,"['everybodi', 'got', 'one', 'bitch', 'dey', 'insta', 'tl', 'got', 'babi', 'amp', 'get', 'like', 'yall', 'fuck', 'lmao']", everybody got one bitch dey insta tl got baby amp gets likes yall fucked lmao
